10.2452/401-AH	0	LN-20020102054	0	0.70711	Run-0
10.2452/401-AH	0	LN-20020102049	1	0.70711	Run-0
10.2452/402-AH	0	LN-20020102055	0	1.00000	Run-0
10.2452/404-AH	0	LN-20020102036	0	0.69338	Run-0
10.2452/404-AH	0	LN-20020102053	1	0.65653	Run-0
10.2452/404-AH	0	LN-20020102028	2	0.60634	Run-0
10.2452/404-AH	0	LN-20020102029	3	0.51290	Run-0
10.2452/404-AH	0	LN-20020102100	4	0.50000	Run-0
10.2452/404-AH	0	LN-20020102098	5	0.50000	Run-0
10.2452/404-AH	0	LN-20020102097	6	0.50000	Run-0
10.2452/404-AH	0	LN-20020102096	7	0.50000	Run-0
10.2452/404-AH	0	LN-20020102095	8	0.50000	Run-0
10.2452/404-AH	0	LN-20020102094	9	0.50000	Run-0
10.2452/404-AH	0	LN-20020102093	10	0.50000	Run-0
10.2452/404-AH	0	LN-20020102092	11	0.50000	Run-0
10.2452/404-AH	0	LN-20020102091	12	0.50000	Run-0
10.2452/404-AH	0	LN-20020102090	13	0.50000	Run-0
10.2452/404-AH	0	LN-20020102089	14	0.50000	Run-0
10.2452/404-AH	0	LN-20020102088	15	0.50000	Run-0
10.2452/404-AH	0	LN-20020102087	16	0.50000	Run-0
10.2452/404-AH	0	LN-20020102086	17	0.50000	Run-0
10.2452/404-AH	0	LN-20020102085	18	0.50000	Run-0
10.2452/404-AH	0	LN-20020102084	19	0.50000	Run-0
10.2452/404-AH	0	LN-20020102083	20	0.50000	Run-0
10.2452/404-AH	0	LN-20020102082	21	0.50000	Run-0
10.2452/404-AH	0	LN-20020102081	22	0.50000	Run-0
10.2452/404-AH	0	LN-20020102079	23	0.50000	Run-0
10.2452/404-AH	0	LN-20020102078	24	0.50000	Run-0
10.2452/404-AH	0	LN-20020102076	25	0.50000	Run-0
10.2452/404-AH	0	LN-20020102075	26	0.50000	Run-0
10.2452/404-AH	0	LN-20020102074	27	0.50000	Run-0
10.2452/404-AH	0	LN-20020102073	28	0.50000	Run-0
10.2452/404-AH	0	LN-20020102072	29	0.50000	Run-0
10.2452/404-AH	0	LN-20020102071	30	0.50000	Run-0
10.2452/404-AH	0	LN-20020102070	31	0.50000	Run-0
10.2452/404-AH	0	LN-20020102069	32	0.50000	Run-0
10.2452/404-AH	0	LN-20020102068	33	0.50000	Run-0
10.2452/404-AH	0	LN-20020102067	34	0.50000	Run-0
10.2452/404-AH	0	LN-20020102066	35	0.50000	Run-0
10.2452/404-AH	0	LN-20020102065	36	0.50000	Run-0
10.2452/404-AH	0	LN-20020102064	37	0.50000	Run-0
10.2452/404-AH	0	LN-20020102063	38	0.50000	Run-0
10.2452/404-AH	0	LN-20020102062	39	0.50000	Run-0
10.2452/404-AH	0	LN-20020102061	40	0.50000	Run-0
10.2452/404-AH	0	LN-20020102060	41	0.50000	Run-0
10.2452/404-AH	0	LN-20020102059	42	0.50000	Run-0
10.2452/404-AH	0	LN-20020102058	43	0.50000	Run-0
10.2452/404-AH	0	LN-20020102057	44	0.50000	Run-0
10.2452/404-AH	0	LN-20020102056	45	0.50000	Run-0
10.2452/404-AH	0	LN-20020102055	46	0.50000	Run-0
10.2452/404-AH	0	LN-20020102054	47	0.50000	Run-0
10.2452/404-AH	0	LN-20020102052	48	0.50000	Run-0
10.2452/404-AH	0	LN-20020102051	49	0.50000	Run-0
10.2452/404-AH	0	LN-20020102050	50	0.50000	Run-0
10.2452/404-AH	0	LN-20020102049	51	0.50000	Run-0
10.2452/404-AH	0	LN-20020102048	52	0.50000	Run-0
10.2452/404-AH	0	LN-20020102047	53	0.50000	Run-0
10.2452/404-AH	0	LN-20020102046	54	0.50000	Run-0
10.2452/404-AH	0	LN-20020102045	55	0.50000	Run-0
10.2452/404-AH	0	LN-20020102044	56	0.50000	Run-0
10.2452/404-AH	0	LN-20020102043	57	0.50000	Run-0
10.2452/404-AH	0	LN-20020102042	58	0.50000	Run-0
10.2452/404-AH	0	LN-20020102041	59	0.50000	Run-0
10.2452/404-AH	0	LN-20020102040	60	0.50000	Run-0
10.2452/404-AH	0	LN-20020102039	61	0.50000	Run-0
10.2452/404-AH	0	LN-20020102038	62	0.50000	Run-0
10.2452/404-AH	0	LN-20020102037	63	0.50000	Run-0
10.2452/404-AH	0	LN-20020102035	64	0.50000	Run-0
10.2452/404-AH	0	LN-20020102033	65	0.50000	Run-0
10.2452/404-AH	0	LN-20020102032	66	0.50000	Run-0
10.2452/404-AH	0	LN-20020102031	67	0.50000	Run-0
10.2452/404-AH	0	LN-20020102030	68	0.50000	Run-0
10.2452/404-AH	0	LN-20020102027	69	0.50000	Run-0
10.2452/404-AH	0	LN-20020102026	70	0.50000	Run-0
10.2452/404-AH	0	LN-20020102025	71	0.50000	Run-0
10.2452/404-AH	0	LN-20020102024	72	0.50000	Run-0
10.2452/404-AH	0	LN-20020102022	73	0.50000	Run-0
10.2452/404-AH	0	LN-20020102021	74	0.50000	Run-0
10.2452/404-AH	0	LN-20020102020	75	0.50000	Run-0
10.2452/404-AH	0	LN-20020102018	76	0.50000	Run-0
10.2452/404-AH	0	LN-20020102017	77	0.50000	Run-0
10.2452/404-AH	0	LN-20020102016	78	0.50000	Run-0
10.2452/404-AH	0	LN-20020102015	79	0.50000	Run-0
10.2452/404-AH	0	LN-20020102014	80	0.50000	Run-0
10.2452/404-AH	0	LN-20020102013	81	0.50000	Run-0
10.2452/404-AH	0	LN-20020102012	82	0.50000	Run-0
10.2452/404-AH	0	LN-20020102011	83	0.50000	Run-0
10.2452/404-AH	0	LN-20020102010	84	0.50000	Run-0
10.2452/404-AH	0	LN-20020102009	85	0.50000	Run-0
10.2452/404-AH	0	LN-20020102008	86	0.50000	Run-0
10.2452/404-AH	0	LN-20020102007	87	0.50000	Run-0
10.2452/404-AH	0	LN-20020102005	88	0.50000	Run-0
10.2452/404-AH	0	LN-20020102004	89	0.50000	Run-0
10.2452/404-AH	0	LN-20020102003	90	0.50000	Run-0
10.2452/404-AH	0	LN-20020102002	91	0.50000	Run-0
10.2452/404-AH	0	LN-20020102001	92	0.50000	Run-0
10.2452/405-AH	0	LN-20020102045	0	0.85749	Run-0
10.2452/405-AH	0	LN-20020102096	1	0.70711	Run-0
10.2452/405-AH	0	LN-20020102094	2	0.70711	Run-0
10.2452/405-AH	0	LN-20020102082	3	0.70711	Run-0
10.2452/405-AH	0	LN-20020102075	4	0.70711	Run-0
10.2452/405-AH	0	LN-20020102074	5	0.70711	Run-0
10.2452/405-AH	0	LN-20020102072	6	0.70711	Run-0
10.2452/405-AH	0	LN-20020102070	7	0.70711	Run-0
10.2452/405-AH	0	LN-20020102069	8	0.70711	Run-0
10.2452/405-AH	0	LN-20020102068	9	0.70711	Run-0
10.2452/405-AH	0	LN-20020102066	10	0.70711	Run-0
10.2452/405-AH	0	LN-20020102061	11	0.70711	Run-0
10.2452/405-AH	0	LN-20020102060	12	0.70711	Run-0
10.2452/405-AH	0	LN-20020102056	13	0.70711	Run-0
10.2452/405-AH	0	LN-20020102055	14	0.70711	Run-0
10.2452/405-AH	0	LN-20020102047	15	0.70711	Run-0
10.2452/405-AH	0	LN-20020102046	16	0.70711	Run-0
10.2452/405-AH	0	LN-20020102041	17	0.70711	Run-0
10.2452/405-AH	0	LN-20020102038	18	0.70711	Run-0
10.2452/405-AH	0	LN-20020102030	19	0.70711	Run-0
10.2452/405-AH	0	LN-20020102027	20	0.70711	Run-0
10.2452/405-AH	0	LN-20020102026	21	0.70711	Run-0
10.2452/405-AH	0	LN-20020102017	22	0.70711	Run-0
10.2452/405-AH	0	LN-20020102011	23	0.70711	Run-0
10.2452/405-AH	0	LN-20020102007	24	0.70711	Run-0
10.2452/405-AH	0	LN-20020102005	25	0.70711	Run-0
10.2452/406-AH	0	LN-20020102082	0	1.00000	Run-0
10.2452/407-AH	0	LN-20020102038	0	1.00000	Run-0
10.2452/407-AH	0	LN-20020102007	1	1.00000	Run-0
10.2452/407-AH	0	LN-20020102030	2	1.00000	Run-0
10.2452/407-AH	0	LN-20020102037	3	1.00000	Run-0
10.2452/407-AH	0	LN-20020102027	4	1.00000	Run-0
10.2452/408-AH	0	LN-20020102031	0	1.00000	Run-0
10.2452/408-AH	0	LN-20020102029	1	1.00000	Run-0
10.2452/408-AH	0	LN-20020102016	2	1.00000	Run-0
10.2452/408-AH	0	LN-20020102055	3	1.00000	Run-0
10.2452/408-AH	0	LN-20020102020	4	1.00000	Run-0
10.2452/408-AH	0	LN-20020102019	5	1.00000	Run-0
10.2452/408-AH	0	LN-20020102073	6	1.00000	Run-0
10.2452/408-AH	0	LN-20020102017	7	1.00000	Run-0
10.2452/408-AH	0	LN-20020102014	8	1.00000	Run-0
10.2452/408-AH	0	LN-20020102047	9	1.00000	Run-0
10.2452/408-AH	0	LN-20020102083	10	1.00000	Run-0
10.2452/408-AH	0	LN-20020102013	11	1.00000	Run-0
10.2452/408-AH	0	LN-20020102072	12	1.00000	Run-0
10.2452/408-AH	0	LN-20020102041	13	1.00000	Run-0
10.2452/408-AH	0	LN-20020102008	14	1.00000	Run-0
10.2452/408-AH	0	LN-20020102007	15	1.00000	Run-0
10.2452/408-AH	0	LN-20020102071	16	1.00000	Run-0
10.2452/408-AH	0	LN-20020102051	17	1.00000	Run-0
10.2452/408-AH	0	LN-20020102049	18	1.00000	Run-0
10.2452/408-AH	0	LN-20020102001	19	1.00000	Run-0
10.2452/409-AH	0	LN-20020102099	0	0.85749	Run-0
10.2452/409-AH	0	LN-20020102060	1	0.80000	Run-0
10.2452/409-AH	0	LN-20020102042	2	0.75258	Run-0
10.2452/409-AH	0	LN-20020102095	3	0.70711	Run-0
10.2452/409-AH	0	LN-20020102074	4	0.70711	Run-0
10.2452/409-AH	0	LN-20020102069	5	0.70711	Run-0
10.2452/409-AH	0	LN-20020102047	6	0.70711	Run-0
10.2452/409-AH	0	LN-20020102041	7	0.70711	Run-0
10.2452/409-AH	0	LN-20020102030	8	0.70711	Run-0
10.2452/409-AH	0	LN-20020102010	9	0.70711	Run-0
10.2452/409-AH	0	LN-20020102100	10	0.70711	Run-0
10.2452/409-AH	0	LN-20020102098	11	0.70711	Run-0
10.2452/409-AH	0	LN-20020102097	12	0.70711	Run-0
10.2452/409-AH	0	LN-20020102096	13	0.70711	Run-0
10.2452/409-AH	0	LN-20020102094	14	0.70711	Run-0
10.2452/409-AH	0	LN-20020102093	15	0.70711	Run-0
10.2452/409-AH	0	LN-20020102092	16	0.70711	Run-0
10.2452/409-AH	0	LN-20020102091	17	0.70711	Run-0
10.2452/409-AH	0	LN-20020102090	18	0.70711	Run-0
10.2452/409-AH	0	LN-20020102089	19	0.70711	Run-0
10.2452/409-AH	0	LN-20020102088	20	0.70711	Run-0
10.2452/409-AH	0	LN-20020102087	21	0.70711	Run-0
10.2452/409-AH	0	LN-20020102086	22	0.70711	Run-0
10.2452/409-AH	0	LN-20020102085	23	0.70711	Run-0
10.2452/409-AH	0	LN-20020102084	24	0.70711	Run-0
